"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_add_string__expect_exception","","Mon Jun 23 17:46:25 GMT 2025","passed","Mon Jun 23 17:46:25 GMT 2025","","test_mymath","",""
"","1","test_add_positive","","Mon Jun 23 17:46:25 GMT 2025","passed","Mon Jun 23 17:46:25 GMT 2025","","test_mymath","",""
"","0","test_add_negative","","Mon Jun 23 17:46:25 GMT 2025","passed","Mon Jun 23 17:46:25 GMT 2025","","test_mymath","",""
"","0","test_add_zero","","Mon Jun 23 17:46:25 GMT 2025","passed","Mon Jun 23 17:46:25 GMT 2025","","test_mymath","",""
